ancestry,age_group,sex,district,year,value
Descendats of western origin,10-19 years,Men,Amager Vest,2023,75.0
Descendats of western origin,10-19 years,Men,Amager Vest,2024,91.0
Descendats of western origin,10-19 years,Men,Amager Vest,2025,97.0
Descendats of western origin,10-19 years,Men,Amager Øst,1987,12.0
Descendats of western origin,10-19 years,Men,Amager Øst,1988,11.0
Descendats of western origin,10-19 years,Men,Amager Øst,1996,20.0
Descendats of western origin,10-19 years,Men,Amager Øst,1999,19.0
Descendats of western origin,10-19 years,Men,Amager Øst,2000,18.0
Descendats of western origin,10-19 years,Men,Amager Øst,2001,22.0
Descendats of western origin,10-19 years,Men,Amager Øst,2004,28.0
Descendats of western origin,10-19 years,Men,Amager Øst,2005,34.0
Descendats of western origin,10-19 years,Men,Amager Øst,2006,31.0
Descendats of western origin,10-19 years,Men,Amager Øst,2007,31.0
Descendats of western origin,10-19 years,Men,Amager Øst,2008,29.0
Descendats of western origin,10-19 years,Men,Amager Øst,2009,29.0
Descendats of western origin,10-19 years,Men,Amager Øst,2010,29.0
Descendats of western origin,10-19 years,Men,Amager Øst,2011,28.0
Descendats of western origin,10-19 years,Men,Amager Øst,2012,26.0
Descendats of western origin,10-19 years,Men,Amager Øst,2013,24.0
Descendats of western origin,10-19 years,Men,Amager Øst,2014,27.0
Descendats of western origin,10-19 years,Men,Amager Øst,2015,29.0
Descendats of western origin,10-19 years,Men,Amager Øst,2016,33.0
Descendats of western origin,10-19 years,Men,Amager Øst,2017,31.0
Descendats of western origin,10-19 years,Men,Amager Øst,2018,31.0
Descendats of western origin,10-19 years,Men,Amager Øst,2019,34.0
Descendats of western origin,10-19 years,Men,Amager Øst,2020,35.0
Descendats of western origin,10-19 years,Men,Amager Øst,2021,44.0
Descendats of western origin,10-19 years,Men,Amager Øst,2022,45.0
Descendats of western origin,10-19 years,Men,Amager Øst,2023,44.0
Descendats of western origin,10-19 years,Men,Amager Øst,2024,49.0
Descendats of western origin,10-19 years,Men,Amager Øst,2025,55.0
Descendats of western origin,10-19 years,Men,Bispebjerg,1987,7.0
Descendats of western origin,10-19 years,Men,Bispebjerg,1988,9.0
Descendats of western origin,10-19 years,Men,Bispebjerg,1990,18.0
Descendats of western origin,10-19 years,Men,Bispebjerg,1992,16.0
Descendats of western origin,10-19 years,Men,Bispebjerg,2002,18.0
Descendats of western origin,10-19 years,Men,Bispebjerg,2003,15.0
Descendats of western origin,10-19 years,Men,Bispebjerg,2004,16.0
Descendats of western origin,10-19 years,Men,Bispebjerg,2005,19.0
Descendats of western origin,10-19 years,Men,Bispebjerg,2006,23.0
Descendats of western origin,10-19 years,Men,Bispebjerg,2007,23.0
Descendats of western origin,10-19 years,Men,Bispebjerg,2008,20.0
Descendats of western origin,10-19 years,Men,Bispebjerg,2012,24.0
Descendats of western origin,10-19 years,Men,Bispebjerg,2013,25.0
Descendats of western origin,10-19 years,Men,Bispebjerg,2014,25.0
Descendats of western origin,10-19 years,Men,Bispebjerg,2015,30.0
Descendats of western origin,10-19 years,Men,Bispebjerg,2016,33.0
Descendats of western origin,10-19 years,Men,Bispebjerg,2017,36.0
Descendats of western origin,10-19 years,Men,Bispebjerg,2018,37.0
Descendats of western origin,10-19 years,Men,Bispebjerg,2019,42.0
Descendats of western origin,10-19 years,Men,Bispebjerg,2020,39.0
Descendats of western origin,10-19 years,Men,Bispebjerg,2021,44.0
Descendats of western origin,10-19 years,Men,Bispebjerg,2022,47.0
Descendats of western origin,10-19 years,Men,Bispebjerg,2023,51.0
Descendats of western origin,10-19 years,Men,Bispebjerg,2024,53.0
Descendats of western origin,10-19 years,Men,Bispebjerg,2025,59.0
Descendats of western origin,10-19 years,Men,Brønshøj-Husum,1993,17.0
Descendats of western origin,10-19 years,Men,Brønshøj-Husum,1994,15.0
Descendats of western origin,10-19 years,Men,Brønshøj-Husum,1996,12.0
Descendats of western origin,10-19 years,Men,Brønshøj-Husum,1997,16.0
Descendats of western origin,10-19 years,Men,Brønshøj-Husum,2000,27.0
Descendats of western origin,10-19 years,Men,Brønshøj-Husum,2001,27.0
Descendats of western origin,10-19 years,Men,Brønshøj-Husum,2002,24.0
Descendats of western origin,10-19 years,Men,Brønshøj-Husum,2003,24.0
Descendats of western origin,10-19 years,Men,Brønshøj-Husum,2006,31.0
Descendats of western origin,10-19 years,Men,Brønshøj-Husum,2009,27.0
Descendats of western origin,10-19 years,Men,Brønshøj-Husum,2010,24.0
Descendats of western origin,10-19 years,Men,Brønshøj-Husum,2012,26.0
Descendats of western origin,10-19 years,Men,Brønshøj-Husum,2013,29.0
Descendats of western origin,10-19 years,Men,Brønshøj-Husum,2014,28.0
Descendats of western origin,10-19 years,Men,Brønshøj-Husum,2015,36.0
Descendats of western origin,10-19 years,Men,Brønshøj-Husum,2016,35.0
Descendats of western origin,10-19 years,Men,Brønshøj-Husum,2017,32.0
Descendats of western origin,10-19 years,Men,Brønshøj-Husum,2018,34.0
Descendats of western origin,10-19 years,Men,Brønshøj-Husum,2019,33.0
Descendats of western origin,10-19 years,Men,Brønshøj-Husum,2020,34.0
Descendats of western origin,10-19 years,Men,Brønshøj-Husum,2021,36.0
Descendats of western origin,10-19 years,Men,Brønshøj-Husum,2022,45.0
Descendats of western origin,10-19 years,Men,Brønshøj-Husum,2023,52.0
Descendats of western origin,10-19 years,Men,Brønshøj-Husum,2024,49.0
Descendats of western origin,10-19 years,Men,Brønshøj-Husum,2025,62.0
Descendats of western origin,10-19 years,Men,Indre By,1991,19.0
Descendats of western origin,10-19 years,Men,Indre By,1992,21.0
Descendats of western origin,10-19 years,Men,Indre By,1993,16.0
Descendats of western origin,10-19 years,Men,Indre By,1994,19.0
Descendats of western origin,10-19 years,Men,Indre By,1996,25.0
Descendats of western origin,10-19 years,Men,Indre By,1997,26.0
Descendats of western origin,10-19 years,Men,Indre By,2001,38.0
Descendats of western origin,10-19 years,Men,Indre By,2002,37.0
Descendats of western origin,10-19 years,Men,Indre By,2003,36.0
Descendats of western origin,10-19 years,Men,Indre By,2004,38.0
Descendats of western origin,10-19 years,Men,Indre By,2005,37.0
Descendats of western origin,10-19 years,Men,Indre By,2006,33.0
Descendats of western origin,10-19 years,Men,Indre By,2007,27.0
Descendats of western origin,10-19 years,Men,Indre By,2009,27.0
Descendats of western origin,10-19 years,Men,Indre By,2010,24.0
Descendats of western origin,10-19 years,Men,Indre By,2011,30.0
Descendats of western origin,10-19 years,Men,Indre By,2012,29.0
Descendats of western origin,10-19 years,Men,Indre By,2013,27.0
Descendats of western origin,10-19 years,Men,Indre By,2014,28.0
Descendats of western origin,10-19 years,Men,Indre By,2015,27.0
Descendats of western origin,10-19 years,Men,Indre By,2016,34.0
Descendats of western origin,10-19 years,Men,Indre By,2017,34.0
Descendats of western origin,10-19 years,Men,Indre By,2018,38.0
Descendats of western origin,10-19 years,Men,Indre By,2019,41.0
Descendats of western origin,10-19 years,Men,Indre By,2020,41.0
Descendats of western origin,10-19 years,Men,Indre By,2021,41.0
Descendats of western origin,10-19 years,Men,Indre By,2022,42.0
Descendats of western origin,10-19 years,Men,Indre By,2023,45.0
Descendats of western origin,10-19 years,Men,Indre By,2024,47.0
Descendats of western origin,10-19 years,Men,Indre By,2025,46.0
Descendats of western origin,10-19 years,Men,Nørrebro,1986,27.0
Descendats of western origin,10-19 years,Men,Nørrebro,1987,24.0
Descendats of western origin,10-19 years,Men,Nørrebro,1988,30.0
Descendats of western origin,10-19 years,Men,Nørrebro,1993,35.0
Descendats of western origin,10-19 years,Men,Nørrebro,1994,32.0
Descendats of western origin,10-19 years,Men,Nørrebro,1997,33.0
Descendats of western origin,10-19 years,Men,Nørrebro,1998,35.0
Descendats of western origin,10-19 years,Men,Nørrebro,1999,30.0
Descendats of western origin,10-19 years,Men,Nørrebro,2000,28.0
Descendats of western origin,10-19 years,Men,Nørrebro,2001,31.0
Descendats of western origin,10-19 years,Men,Nørrebro,2002,35.0
Descendats of western origin,10-19 years,Men,Nørrebro,2003,42.0
Descendats of western origin,10-19 years,Men,Nørrebro,2004,44.0
Descendats of western origin,10-19 years,Men,Nørrebro,2005,48.0
Descendats of western origin,10-19 years,Men,Nørrebro,2006,44.0
Descendats of western origin,10-19 years,Men,Nørrebro,2007,46.0
Descendats of western origin,10-19 years,Men,Nørrebro,2008,44.0
Descendats of western origin,10-19 years,Men,Nørrebro,2009,43.0
Descendats of western origin,10-19 years,Men,Nørrebro,2010,42.0
Descendats of western origin,10-19 years,Men,Nørrebro,2011,40.0
Descendats of western origin,10-19 years,Men,Nørrebro,2012,40.0
Descendats of western origin,10-19 years,Men,Nørrebro,2013,39.0
Descendats of western origin,10-19 years,Men,Nørrebro,2014,39.0
Descendats of western origin,10-19 years,Men,Nørrebro,2015,39.0
Descendats of western origin,10-19 years,Men,Nørrebro,2016,42.0
Descendats of western origin,10-19 years,Men,Nørrebro,2017,44.0
Descendats of western origin,10-19 years,Men,Nørrebro,2018,38.0
Descendats of western origin,10-19 years,Men,Nørrebro,2019,47.0
Descendats of western origin,10-19 years,Men,Nørrebro,2020,49.0
Descendats of western origin,10-19 years,Men,Nørrebro,2021,47.0
Descendats of western origin,10-19 years,Men,Nørrebro,2022,44.0
Descendats of western origin,10-19 years,Men,Nørrebro,2023,48.0
Descendats of western origin,10-19 years,Men,Nørrebro,2024,53.0
Descendats of western origin,10-19 years,Men,Nørrebro,2025,55.0
Descendats of western origin,10-19 years,Men,Valby,1986,9.0
Descendats of western origin,10-19 years,Men,Valby,1993,19.0
Descendats of western origin,10-19 years,Men,Valby,1996,18.0
Descendats of western origin,10-19 years,Men,Valby,1998,19.0
Descendats of western origin,10-19 years,Men,Valby,1999,18.0
Descendats of western origin,10-19 years,Men,Valby,2000,17.0
Descendats of western origin,10-19 years,Men,Valby,2001,17.0
Descendats of western origin,10-19 years,Men,Valby,2003,16.0
Descendats of western origin,10-19 years,Men,Valby,2004,20.0
Descendats of western origin,10-19 years,Men,Valby,2014,24.0
Descendats of western origin,10-19 years,Men,Valby,2015,20.0
Descendats of western origin,10-19 years,Men,Valby,2016,18.0
Descendats of western origin,10-19 years,Men,Valby,2017,26.0
Descendats of western origin,10-19 years,Men,Valby,2018,27.0
Descendats of western origin,10-19 years,Men,Valby,2019,34.0
Descendats of western origin,10-19 years,Men,Valby,2020,37.0
Descendats of western origin,10-19 years,Men,Valby,2021,48.0
Descendats of western origin,10-19 years,Men,Valby,2022,50.0
Descendats of western origin,10-19 years,Men,Valby,2023,58.0
Descendats of western origin,10-19 years,Men,Valby,2024,65.0
Descendats of western origin,10-19 years,Men,Valby,2025,72.0
Descendats of western origin,10-19 years,Men,Vanløse,1987,8.0
Descendats of western origin,10-19 years,Men,Vanløse,1994,10.0
Descendats of western origin,10-19 years,Men,Vanløse,1996,9.0
Descendats of western origin,10-19 years,Men,Vanløse,2005,12.0
Descendats of western origin,10-19 years,Men,Vanløse,2008,12.0
Descendats of western origin,10-19 years,Men,Vanløse,2010,11.0
Descendats of western origin,10-19 years,Men,Vanløse,2011,13.0
Descendats of western origin,10-19 years,Men,Vanløse,2014,19.0
Descendats of western origin,10-19 years,Men,Vanløse,2015,17.0
Descendats of western origin,10-19 years,Men,Vanløse,2016,16.0
Descendats of western origin,10-19 years,Men,Vanløse,2017,18.0
