education,unemployment_degree,district,year,value
Masters and PhD programs,"]0,4-0,6]",Vanløse,2020,142.0
Masters and PhD programs,"]0,4-0,6]",Vanløse,2021,122.0
Masters and PhD programs,"]0,4-0,6]",Vanløse,2022,76.0
Masters and PhD programs,"]0,4-0,6]",Vanløse,2023,112.0
Masters and PhD programs,"]0,4-0,6]",Vesterbro/Kongens Enghave,2008,153.0
Masters and PhD programs,"]0,4-0,6]",Vesterbro/Kongens Enghave,2009,223.0
Masters and PhD programs,"]0,4-0,6]",Vesterbro/Kongens Enghave,2010,244.0
Masters and PhD programs,"]0,4-0,6]",Vesterbro/Kongens Enghave,2011,265.0
Masters and PhD programs,"]0,4-0,6]",Vesterbro/Kongens Enghave,2012,285.0
Masters and PhD programs,"]0,4-0,6]",Vesterbro/Kongens Enghave,2013,345.0
Masters and PhD programs,"]0,4-0,6]",Vesterbro/Kongens Enghave,2014,331.0
Masters and PhD programs,"]0,4-0,6]",Vesterbro/Kongens Enghave,2015,305.0
Masters and PhD programs,"]0,4-0,6]",Vesterbro/Kongens Enghave,2016,344.0
Masters and PhD programs,"]0,4-0,6]",Vesterbro/Kongens Enghave,2017,341.0
Masters and PhD programs,"]0,4-0,6]",Vesterbro/Kongens Enghave,2018,383.0
Masters and PhD programs,"]0,4-0,6]",Vesterbro/Kongens Enghave,2019,394.0
Masters and PhD programs,"]0,4-0,6]",Vesterbro/Kongens Enghave,2020,458.0
Masters and PhD programs,"]0,4-0,6]",Vesterbro/Kongens Enghave,2021,399.0
Masters and PhD programs,"]0,4-0,6]",Vesterbro/Kongens Enghave,2022,303.0
Masters and PhD programs,"]0,4-0,6]",Vesterbro/Kongens Enghave,2023,373.0
Masters and PhD programs,"]0,4-0,6]",Østerbro,2008,158.0
Masters and PhD programs,"]0,4-0,6]",Østerbro,2009,236.0
Masters and PhD programs,"]0,4-0,6]",Østerbro,2010,296.0
Masters and PhD programs,"]0,4-0,6]",Østerbro,2011,283.0
Masters and PhD programs,"]0,4-0,6]",Østerbro,2012,291.0
Masters and PhD programs,"]0,4-0,6]",Østerbro,2013,305.0
Masters and PhD programs,"]0,4-0,6]",Østerbro,2014,348.0
Masters and PhD programs,"]0,4-0,6]",Østerbro,2015,328.0
Masters and PhD programs,"]0,4-0,6]",Østerbro,2016,356.0
Masters and PhD programs,"]0,4-0,6]",Østerbro,2017,335.0
Masters and PhD programs,"]0,4-0,6]",Østerbro,2018,329.0
Masters and PhD programs,"]0,4-0,6]",Østerbro,2019,337.0
Masters and PhD programs,"]0,4-0,6]",Østerbro,2020,407.0
Masters and PhD programs,"]0,4-0,6]",Østerbro,2021,308.0
Masters and PhD programs,"]0,4-0,6]",Østerbro,2022,258.0
Masters and PhD programs,"]0,4-0,6]",Østerbro,2023,292.0
Masters and PhD programs,"]0,6-0,8]",Amager Vest,2008,47.0
Masters and PhD programs,"]0,6-0,8]",Amager Vest,2009,77.0
Masters and PhD programs,"]0,6-0,8]",Amager Vest,2010,104.0
Masters and PhD programs,"]0,6-0,8]",Amager Vest,2011,120.0
Masters and PhD programs,"]0,6-0,8]",Amager Vest,2012,143.0
Masters and PhD programs,"]0,6-0,8]",Amager Vest,2013,152.0
Masters and PhD programs,"]0,6-0,8]",Amager Vest,2014,165.0
Masters and PhD programs,"]0,6-0,8]",Amager Vest,2015,139.0
Masters and PhD programs,"]0,6-0,8]",Amager Vest,2016,131.0
Masters and PhD programs,"]0,6-0,8]",Amager Vest,2017,145.0
Masters and PhD programs,"]0,6-0,8]",Amager Vest,2018,144.0
Masters and PhD programs,"]0,6-0,8]",Amager Vest,2019,161.0
Masters and PhD programs,"]0,6-0,8]",Amager Vest,2020,219.0
Masters and PhD programs,"]0,6-0,8]",Amager Vest,2021,173.0
Masters and PhD programs,"]0,6-0,8]",Amager Vest,2022,103.0
Masters and PhD programs,"]0,6-0,8]",Amager Vest,2023,126.0
Masters and PhD programs,"]0,6-0,8]",Amager Øst,2008,31.0
Masters and PhD programs,"]0,6-0,8]",Amager Øst,2009,65.0
Masters and PhD programs,"]0,6-0,8]",Amager Øst,2010,98.0
Masters and PhD programs,"]0,6-0,8]",Amager Øst,2011,99.0
Masters and PhD programs,"]0,6-0,8]",Amager Øst,2012,107.0
Masters and PhD programs,"]0,6-0,8]",Amager Øst,2013,113.0
Masters and PhD programs,"]0,6-0,8]",Amager Øst,2014,148.0
Masters and PhD programs,"]0,6-0,8]",Amager Øst,2015,121.0
Masters and PhD programs,"]0,6-0,8]",Amager Øst,2016,128.0
Masters and PhD programs,"]0,6-0,8]",Amager Øst,2017,136.0
Masters and PhD programs,"]0,6-0,8]",Amager Øst,2018,149.0
Masters and PhD programs,"]0,6-0,8]",Amager Øst,2019,124.0
Masters and PhD programs,"]0,6-0,8]",Amager Øst,2020,197.0
Masters and PhD programs,"]0,6-0,8]",Amager Øst,2021,149.0
Masters and PhD programs,"]0,6-0,8]",Amager Øst,2022,85.0
Masters and PhD programs,"]0,6-0,8]",Amager Øst,2023,107.0
Masters and PhD programs,"]0,6-0,8]",Bispebjerg,2008,34.0
Masters and PhD programs,"]0,6-0,8]",Bispebjerg,2009,46.0
Masters and PhD programs,"]0,6-0,8]",Bispebjerg,2010,71.0
Masters and PhD programs,"]0,6-0,8]",Bispebjerg,2011,74.0
Masters and PhD programs,"]0,6-0,8]",Bispebjerg,2012,112.0
Masters and PhD programs,"]0,6-0,8]",Bispebjerg,2013,105.0
Masters and PhD programs,"]0,6-0,8]",Bispebjerg,2014,137.0
Masters and PhD programs,"]0,6-0,8]",Bispebjerg,2015,112.0
Masters and PhD programs,"]0,6-0,8]",Bispebjerg,2016,136.0
Masters and PhD programs,"]0,6-0,8]",Bispebjerg,2017,159.0
Masters and PhD programs,"]0,6-0,8]",Bispebjerg,2018,152.0
Masters and PhD programs,"]0,6-0,8]",Bispebjerg,2019,182.0
Masters and PhD programs,"]0,6-0,8]",Bispebjerg,2020,193.0
Masters and PhD programs,"]0,6-0,8]",Bispebjerg,2021,175.0
Masters and PhD programs,"]0,6-0,8]",Bispebjerg,2022,132.0
Masters and PhD programs,"]0,6-0,8]",Bispebjerg,2023,132.0
Masters and PhD programs,"]0,6-0,8]",Brønshøj-Husum,2008,12.0
Masters and PhD programs,"]0,6-0,8]",Brønshøj-Husum,2009,27.0
Masters and PhD programs,"]0,6-0,8]",Brønshøj-Husum,2010,36.0
Masters and PhD programs,"]0,6-0,8]",Brønshøj-Husum,2011,40.0
Masters and PhD programs,"]0,6-0,8]",Brønshøj-Husum,2012,46.0
Masters and PhD programs,"]0,6-0,8]",Brønshøj-Husum,2013,49.0
Masters and PhD programs,"]0,6-0,8]",Brønshøj-Husum,2014,57.0
Masters and PhD programs,"]0,6-0,8]",Brønshøj-Husum,2015,68.0
Masters and PhD programs,"]0,6-0,8]",Brønshøj-Husum,2016,59.0
Masters and PhD programs,"]0,6-0,8]",Brønshøj-Husum,2017,92.0
Masters and PhD programs,"]0,6-0,8]",Brønshøj-Husum,2018,64.0
Masters and PhD programs,"]0,6-0,8]",Brønshøj-Husum,2019,85.0
Masters and PhD programs,"]0,6-0,8]",Brønshøj-Husum,2020,93.0
Masters and PhD programs,"]0,6-0,8]",Brønshøj-Husum,2021,82.0
Masters and PhD programs,"]0,6-0,8]",Brønshøj-Husum,2022,59.0
Masters and PhD programs,"]0,6-0,8]",Brønshøj-Husum,2023,66.0
Masters and PhD programs,"]0,6-0,8]",Indre By,2008,72.0
Masters and PhD programs,"]0,6-0,8]",Indre By,2009,125.0
Masters and PhD programs,"]0,6-0,8]",Indre By,2010,122.0
Masters and PhD programs,"]0,6-0,8]",Indre By,2011,139.0
Masters and PhD programs,"]0,6-0,8]",Indre By,2012,173.0
Masters and PhD programs,"]0,6-0,8]",Indre By,2013,141.0
Masters and PhD programs,"]0,6-0,8]",Indre By,2014,153.0
Masters and PhD programs,"]0,6-0,8]",Indre By,2015,123.0
Masters and PhD programs,"]0,6-0,8]",Indre By,2016,111.0
Masters and PhD programs,"]0,6-0,8]",Indre By,2017,142.0
Masters and PhD programs,"]0,6-0,8]",Indre By,2018,125.0
Masters and PhD programs,"]0,6-0,8]",Indre By,2019,144.0
Masters and PhD programs,"]0,6-0,8]",Indre By,2020,168.0
Masters and PhD programs,"]0,6-0,8]",Indre By,2021,122.0
Masters and PhD programs,"]0,6-0,8]",Indre By,2022,82.0
Masters and PhD programs,"]0,6-0,8]",Indre By,2023,101.0
Masters and PhD programs,"]0,6-0,8]",Nørrebro,2008,90.0
Masters and PhD programs,"]0,6-0,8]",Nørrebro,2009,166.0
Masters and PhD programs,"]0,6-0,8]",Nørrebro,2010,239.0
Masters and PhD programs,"]0,6-0,8]",Nørrebro,2011,255.0
Masters and PhD programs,"]0,6-0,8]",Nørrebro,2012,287.0
Masters and PhD programs,"]0,6-0,8]",Nørrebro,2013,298.0
Masters and PhD programs,"]0,6-0,8]",Nørrebro,2014,294.0
Masters and PhD programs,"]0,6-0,8]",Nørrebro,2015,287.0
Masters and PhD programs,"]0,6-0,8]",Nørrebro,2016,284.0
Masters and PhD programs,"]0,6-0,8]",Nørrebro,2017,335.0
Masters and PhD programs,"]0,6-0,8]",Nørrebro,2018,312.0
Masters and PhD programs,"]0,6-0,8]",Nørrebro,2019,319.0
Masters and PhD programs,"]0,6-0,8]",Nørrebro,2020,393.0
Masters and PhD programs,"]0,6-0,8]",Nørrebro,2021,291.0
Masters and PhD programs,"]0,6-0,8]",Nørrebro,2022,160.0
Masters and PhD programs,"]0,6-0,8]",Nørrebro,2023,186.0
Masters and PhD programs,"]0,6-0,8]",Valby,2008,26.0
Masters and PhD programs,"]0,6-0,8]",Valby,2009,47.0
Masters and PhD programs,"]0,6-0,8]",Valby,2010,65.0
Masters and PhD programs,"]0,6-0,8]",Valby,2011,85.0
Masters and PhD programs,"]0,6-0,8]",Valby,2012,101.0
Masters and PhD programs,"]0,6-0,8]",Valby,2013,79.0
Masters and PhD programs,"]0,6-0,8]",Valby,2014,91.0
Masters and PhD programs,"]0,6-0,8]",Valby,2015,79.0
Masters and PhD programs,"]0,6-0,8]",Valby,2016,95.0
Masters and PhD programs,"]0,6-0,8]",Valby,2017,112.0
Masters and PhD programs,"]0,6-0,8]",Valby,2018,112.0
Masters and PhD programs,"]0,6-0,8]",Valby,2019,126.0
Masters and PhD programs,"]0,6-0,8]",Valby,2020,141.0
Masters and PhD programs,"]0,6-0,8]",Valby,2021,117.0
Masters and PhD programs,"]0,6-0,8]",Valby,2022,85.0
Masters and PhD programs,"]0,6-0,8]",Valby,2023,90.0
Masters and PhD programs,"]0,6-0,8]",Vanløse,2008,22.0
Masters and PhD programs,"]0,6-0,8]",Vanløse,2009,33.0
Masters and PhD programs,"]0,6-0,8]",Vanløse,2010,53.0
Masters and PhD programs,"]0,6-0,8]",Vanløse,2011,60.0
Masters and PhD programs,"]0,6-0,8]",Vanløse,2012,65.0
Masters and PhD programs,"]0,6-0,8]",Vanløse,2013,65.0
Masters and PhD programs,"]0,6-0,8]",Vanløse,2014,81.0
Masters and PhD programs,"]0,6-0,8]",Vanløse,2015,56.0
Masters and PhD programs,"]0,6-0,8]",Vanløse,2016,76.0
Masters and PhD programs,"]0,6-0,8]",Vanløse,2017,80.0
Masters and PhD programs,"]0,6-0,8]",Vanløse,2018,85.0
Masters and PhD programs,"]0,6-0,8]",Vanløse,2019,91.0
Masters and PhD programs,"]0,6-0,8]",Vanløse,2020,83.0
Masters and PhD programs,"]0,6-0,8]",Vanløse,2021,76.0
Masters and PhD programs,"]0,6-0,8]",Vanløse,2022,45.0
Masters and PhD programs,"]0,6-0,8]",Vanløse,2023,44.0
Masters and PhD programs,"]0,6-0,8]",Vesterbro/Kongens Enghave,2008,68.0
Masters and PhD programs,"]0,6-0,8]",Vesterbro/Kongens Enghave,2009,128.0
Masters and PhD programs,"]0,6-0,8]",Vesterbro/Kongens Enghave,2010,172.0
Masters and PhD programs,"]0,6-0,8]",Vesterbro/Kongens Enghave,2011,183.0
Masters and PhD programs,"]0,6-0,8]",Vesterbro/Kongens Enghave,2012,191.0
Masters and PhD programs,"]0,6-0,8]",Vesterbro/Kongens Enghave,2013,197.0
Masters and PhD programs,"]0,6-0,8]",Vesterbro/Kongens Enghave,2014,205.0
Masters and PhD programs,"]0,6-0,8]",Vesterbro/Kongens Enghave,2015,184.0
Masters and PhD programs,"]0,6-0,8]",Vesterbro/Kongens Enghave,2016,188.0
Masters and PhD programs,"]0,6-0,8]",Vesterbro/Kongens Enghave,2017,187.0
Masters and PhD programs,"]0,6-0,8]",Vesterbro/Kongens Enghave,2018,180.0
Masters and PhD programs,"]0,6-0,8]",Vesterbro/Kongens Enghave,2019,208.0
Masters and PhD programs,"]0,6-0,8]",Vesterbro/Kongens Enghave,2020,286.0
Masters and PhD programs,"]0,6-0,8]",Vesterbro/Kongens Enghave,2021,228.0
Masters and PhD programs,"]0,6-0,8]",Vesterbro/Kongens Enghave,2022,142.0
Masters and PhD programs,"]0,6-0,8]",Vesterbro/Kongens Enghave,2023,187.0
Masters and PhD programs,"]0,6-0,8]",Østerbro,2008,92.0
Masters and PhD programs,"]0,6-0,8]",Østerbro,2009,149.0
Masters and PhD programs,"]0,6-0,8]",Østerbro,2010,176.0
Masters and PhD programs,"]0,6-0,8]",Østerbro,2011,201.0
Masters and PhD programs,"]0,6-0,8]",Østerbro,2012,222.0
Masters and PhD programs,"]0,6-0,8]",Østerbro,2013,203.0
Masters and PhD programs,"]0,6-0,8]",Østerbro,2014,221.0
Masters and PhD programs,"]0,6-0,8]",Østerbro,2015,179.0
Masters and PhD programs,"]0,6-0,8]",Østerbro,2016,167.0
Masters and PhD programs,"]0,6-0,8]",Østerbro,2017,194.0
Masters and PhD programs,"]0,6-0,8]",Østerbro,2018,180.0
Masters and PhD programs,"]0,6-0,8]",Østerbro,2019,187.0
Masters and PhD programs,"]0,6-0,8]",Østerbro,2020,227.0
Masters and PhD programs,"]0,6-0,8]",Østerbro,2021,211.0
Masters and PhD programs,"]0,6-0,8]",Østerbro,2022,120.0
Masters and PhD programs,"]0,6-0,8]",Østerbro,2023,153.0
Masters and PhD programs,"]0,8-1]",Amager Vest,2008,40.0
Masters and PhD programs,"]0,8-1]",Amager Vest,2009,74.0
Masters and PhD programs,"]0,8-1]",Amager Vest,2010,148.0
Masters and PhD programs,"]0,8-1]",Amager Vest,2011,149.0
Masters and PhD programs,"]0,8-1]",Amager Vest,2012,202.0
Masters and PhD programs,"]0,8-1]",Amager Vest,2013,183.0
Masters and PhD programs,"]0,8-1]",Amager Vest,2014,168.0
Masters and PhD programs,"]0,8-1]",Amager Vest,2015,147.0
Masters and PhD programs,"]0,8-1]",Amager Vest,2016,148.0
Masters and PhD programs,"]0,8-1]",Amager Vest,2017,161.0
Masters and PhD programs,"]0,8-1]",Amager Vest,2018,163.0
Masters and PhD programs,"]0,8-1]",Amager Vest,2019,172.0
Masters and PhD programs,"]0,8-1]",Amager Vest,2020,267.0
Masters and PhD programs,"]0,8-1]",Amager Vest,2021,178.0
Masters and PhD programs,"]0,8-1]",Amager Vest,2022,98.0
Masters and PhD programs,"]0,8-1]",Amager Vest,2023,109.0
Masters and PhD programs,"]0,8-1]",Amager Øst,2008,48.0
Masters and PhD programs,"]0,8-1]",Amager Øst,2009,77.0
Masters and PhD programs,"]0,8-1]",Amager Øst,2010,130.0
Masters and PhD programs,"]0,8-1]",Amager Øst,2011,137.0
Masters and PhD programs,"]0,8-1]",Amager Øst,2012,154.0
Masters and PhD programs,"]0,8-1]",Amager Øst,2013,160.0
Masters and PhD programs,"]0,8-1]",Amager Øst,2014,143.0
Masters and PhD programs,"]0,8-1]",Amager Øst,2015,133.0
Masters and PhD programs,"]0,8-1]",Amager Øst,2016,129.0
Masters and PhD programs,"]0,8-1]",Amager Øst,2017,125.0
Masters and PhD programs,"]0,8-1]",Amager Øst,2018,143.0
Masters and PhD programs,"]0,8-1]",Amager Øst,2019,150.0
Masters and PhD programs,"]0,8-1]",Amager Øst,2020,218.0
Masters and PhD programs,"]0,8-1]",Amager Øst,2021,149.0
Masters and PhD programs,"]0,8-1]",Amager Øst,2022,68.0
Masters and PhD programs,"]0,8-1]",Amager Øst,2023,69.0
